ticket_id,basket_id,timestamp,product,category,quantity,store
TCK-70012,BASK-12,2025-06-15 16:52:26,Pasta,Cereales,3,Mercadona-Triana
TCK-70012,BASK-12,2025-06-15 16:52:26,Plátanos,Frutas,1,Mercadona-Triana
TCK-70012,BASK-12,2025-06-15 16:52:26,Salsa de tomate,Conservas,1,Mercadona-Triana
TCK-70012,BASK-12,2025-06-15 16:52:26,Patatas fritas bolsa,Snacks,3,Mercadona-Triana
TCK-70012,BASK-12,2025-06-15 16:52:26,Mantequilla,Lácteos,3,Mercadona-Triana
TCK-70012,BASK-12,2025-06-15 16:52:26,Huevos,Lácteos,1,Mercadona-Triana
TCK-70012,BASK-12,2025-06-15 16:52:26,Café molido,Bebidas,2,Mercadona-Triana
TCK-70012,BASK-12,2025-06-15 16:52:26,Galletas,Dulces,1,Mercadona-Triana
TCK-70013,BASK-13,2025-01-26 17:55:26,Cereal de desayuno,Cereales,1,SPAR-Vegueta
TCK-70013,BASK-13,2025-01-26 17:55:26,Carne picada,Carnicería,2,SPAR-Vegueta
TCK-70013,BASK-13,2025-01-26 17:55:26,Yogur natural,Lácteos,3,SPAR-Vegueta
TCK-70013,BASK-13,2025-01-26 17:55:26,Leche entera,Lácteos,2,SPAR-Vegueta
TCK-70014,BASK-14,2025-11-05 20:45:26,Manzanas,Frutas,1,SPAR-Vegueta
TCK-70014,BASK-14,2025-11-05 20:45:26,Pan de hamburguesa,Panadería,3,SPAR-Vegueta
TCK-70014,BASK-14,2025-11-05 20:45:26,Salsa de tomate,Conservas,1,SPAR-Vegueta
TCK-70014,BASK-14,2025-11-05 20:45:26,Plátanos,Frutas,3,SPAR-Vegueta
TCK-70014,BASK-14,2025-11-05 20:45:26,Mermelada de fresa,Conservas,3,SPAR-Vegueta
TCK-70014,BASK-14,2025-11-05 20:45:26,Yogur natural,Lácteos,2,SPAR-Vegueta
TCK-70014,BASK-14,2025-11-05 20:45:26,Vino tinto,Bebidas,3,SPAR-Vegueta
TCK-70014,BASK-14,2025-11-05 20:45:26,Pan de molde,Panadería,3,SPAR-Vegueta
TCK-70014,BASK-14,2025-11-05 20:45:26,Pizza congelada,Congelados,2,SPAR-Vegueta
TCK-70015,BASK-15,2025-02-28 16:44:26,Cereal de desayuno,Cereales,3,HiperDino-SietePalmas
TCK-70015,BASK-15,2025-02-28 16:44:26,Manzanas,Frutas,3,HiperDino-SietePalmas
TCK-70015,BASK-15,2025-02-28 16:44:26,Salsa de tomate,Conservas,2,HiperDino-SietePalmas
TCK-70015,BASK-15,2025-02-28 16:44:26,Lechuga,Verduras,3,HiperDino-SietePalmas
TCK-70015,BASK-15,2025-02-28 16:44:26,Salsa mexicana,Salsas,1,HiperDino-SietePalmas
TCK-70015,BASK-15,2025-02-28 16:44:26,Arroz,Cereales,2,HiperDino-SietePalmas
TCK-70015,BASK-15,2025-02-28 16:44:26,Queso curado,Lácteos,3,HiperDino-SietePalmas
TCK-70015,BASK-15,2025-02-28 16:44:26,Helado de vainilla,Congelados,3,HiperDino-SietePalmas
TCK-70015,BASK-15,2025-02-28 16:44:26,Huevos,Lácteos,1,HiperDino-SietePalmas
TCK-70015,BASK-15,2025-02-28 16:44:26,Vino tinto,Bebidas,3,HiperDino-SietePalmas
TCK-70016,BASK-16,2025-05-02 15:33:26,Pasta,Cereales,1,SPAR-Telde
TCK-70016,BASK-16,2025-05-02 15:33:26,Salsa de tomate,Conservas,1,SPAR-Telde
TCK-70016,BASK-16,2025-05-02 15:33:26,Aceite de oliva,Aceites,3,SPAR-Telde
TCK-70016,BASK-16,2025-05-02 15:33:26,Salsa mexicana,Salsas,3,SPAR-Telde
TCK-70016,BASK-16,2025-05-02 15:33:26,Lechuga,Verduras,2,SPAR-Telde
TCK-70016,BASK-16,2025-05-02 15:33:26,Arroz,Cereales,2,SPAR-Telde
TCK-70016,BASK-16,2025-05-02 15:33:26,Yogur natural,Lácteos,3,SPAR-Telde
TCK-70016,BASK-16,2025-05-02 15:33:26,Queso curado,Lácteos,1,SPAR-Telde
TCK-70017,BASK-17,2024-12-07 20:57:26,Cereal de desayuno,Cereales,3,Mercadona-Triana
TCK-70017,BASK-17,2024-12-07 20:57:26,Patatas fritas bolsa,Snacks,2,Mercadona-Triana
TCK-70017,BASK-17,2024-12-07 20:57:26,Aceite de oliva,Aceites,1,Mercadona-Triana
TCK-70017,BASK-17,2024-12-07 20:57:26,Nachos de maíz,Snacks,2,Mercadona-Triana
TCK-70017,BASK-17,2024-12-07 20:57:26,Café molido,Bebidas,2,Mercadona-Triana
TCK-70017,BASK-17,2024-12-07 20:57:26,Guacamole refrigerado,Refrigerados,1,Mercadona-Triana
TCK-70017,BASK-17,2024-12-07 20:57:26,Vino tinto,Bebidas,3,Mercadona-Triana
TCK-70017,BASK-17,2024-12-07 20:57:26,Galletas,Dulces,2,Mercadona-Triana
TCK-70017,BASK-17,2024-12-07 20:57:26,ColaCao,Bebidas,1,Mercadona-Triana
TCK-70017,BASK-17,2024-12-07 20:57:26,Pizza congelada,Congelados,2,Mercadona-Triana
TCK-70018,BASK-18,2025-03-14 22:56:26,Patatas fritas bolsa,Snacks,2,SPAR-Vegueta
TCK-70018,BASK-18,2025-03-14 22:56:26,Yogur natural,Lácteos,1,SPAR-Vegueta
TCK-70018,BASK-18,2025-03-14 22:56:26,Refresco cola,Bebidas,2,SPAR-Vegueta
TCK-70018,BASK-18,2025-03-14 22:56:26,Vino tinto,Bebidas,2,SPAR-Vegueta
TCK-70018,BASK-18,2025-03-14 22:56:26,Pizza congelada,Congelados,2,SPAR-Vegueta
TCK-70019,BASK-19,2025-08-01 14:31:26,Pasta,Cereales,2,Mercadona-Triana
TCK-70019,BASK-19,2025-08-01 14:31:26,Pechuga de pollo,Carnicería,3,Mercadona-Triana
TCK-70019,BASK-19,2025-08-01 14:31:26,Salsa de tomate,Conservas,3,Mercadona-Triana
TCK-70019,BASK-19,2025-08-01 14:31:26,Aceite de oliva,Aceites,2,Mercadona-Triana
TCK-70019,BASK-19,2025-08-01 14:31:26,Galletas,Dulces,1,Mercadona-Triana
TCK-70019,BASK-19,2025-08-01 14:31:26,Pan de molde,Panadería,3,Mercadona-Triana
TCK-70019,BASK-19,2025-08-01 14:31:26,Pañales,Bebé,1,Mercadona-Triana
TCK-70020,BASK-20,2025-01-17 15:55:26,Cereal de desayuno,Cereales,2,SPAR-Telde
TCK-70020,BASK-20,2025-01-17 15:55:26,Salsa mexicana,Salsas,3,SPAR-Telde
TCK-70020,BASK-20,2025-01-17 15:55:26,Queso curado,Lácteos,2,SPAR-Telde
TCK-70020,BASK-20,2025-01-17 15:55:26,Leche entera,Lácteos,3,SPAR-Telde
TCK-70020,BASK-20,2025-01-17 15:55:26,Vino tinto,Bebidas,3,SPAR-Telde
TCK-70021,BASK-21,2025-10-27 22:28:26,Plátanos,Frutas,3,Mercadona-Triana
TCK-70021,BASK-21,2025-10-27 22:28:26,Patatas fritas bolsa,Snacks,3,Mercadona-Triana
TCK-70021,BASK-21,2025-10-27 22:28:26,Mermelada de fresa,Conservas,3,Mercadona-Triana
TCK-70021,BASK-21,2025-10-27 22:28:26,Yogur natural,Lácteos,2,Mercadona-Triana
TCK-70021,BASK-21,2025-10-27 22:28:26,Mantequilla,Lácteos,1,Mercadona-Triana
TCK-70021,BASK-21,2025-10-27 22:28:26,Helado de vainilla,Congelados,3,Mercadona-Triana
TCK-70022,BASK-22,2025-10-03 00:11:26,Cereal de desayuno,Cereales,2,SPAR-Vegueta
TCK-70022,BASK-22,2025-10-03 00:11:26,Pan de hamburguesa,Panadería,2,SPAR-Vegueta
TCK-70022,BASK-22,2025-10-03 00:11:26,Salsa de tomate,Conservas,1,SPAR-Vegueta
TCK-70022,BASK-22,2025-10-03 00:11:26,Queso curado,Lácteos,3,SPAR-Vegueta
TCK-70022,BASK-22,2025-10-03 00:11:26,Leche entera,Lácteos,2,SPAR-Vegueta
TCK-70023,BASK-23,2025-02-25 13:16:26,Salsa mexicana,Salsas,2,HiperDino-SietePalmas
TCK-70023,BASK-23,2025-02-25 13:16:26,Lechuga,Verduras,3,HiperDino-SietePalmas
TCK-70023,BASK-23,2025-02-25 13:16:26,Tomates,Verduras,3,HiperDino-SietePalmas
TCK-70024,BASK-24,2025-10-18 22:33:26,Cereal de desayuno,Cereales,3,HiperDino-SietePalmas
TCK-70024,BASK-24,2025-10-18 22:33:26,Aceite de oliva,Aceites,1,HiperDino-SietePalmas
TCK-70024,BASK-24,2025-10-18 22:33:26,Arroz,Cereales,3,HiperDino-SietePalmas
TCK-70024,BASK-24,2025-10-18 22:33:26,Café molido,Bebidas,1,HiperDino-SietePalmas
TCK-70024,BASK-24,2025-10-18 22:33:26,Leche entera,Lácteos,3,HiperDino-SietePalmas
TCK-70024,BASK-24,2025-10-18 22:33:26,Galletas,Dulces,1,HiperDino-SietePalmas
TCK-70024,BASK-24,2025-10-18 22:33:26,Pan de molde,Panadería,3,HiperDino-SietePalmas
TCK-70024,BASK-24,2025-10-18 22:33:26,ColaCao,Bebidas,3,HiperDino-SietePalmas
TCK-70025,BASK-25,2024-11-24 19:04:26,Cereal de desayuno,Cereales,3,Mercadona-Triana
TCK-70025,BASK-25,2024-11-24 19:04:26,Pan de hamburguesa,Panadería,1,Mercadona-Triana
TCK-70025,BASK-25,2024-11-24 19:04:26,Tomates,Verduras,3,Mercadona-Triana
TCK-70025,BASK-25,2024-11-24 19:04:26,Café molido,Bebidas,3,Mercadona-Triana
TCK-70025,BASK-25,2024-11-24 19:04:26,Leche entera,Lácteos,2,Mercadona-Triana
TCK-70025,BASK-25,2024-11-24 19:04:26,Galletas,Dulces,2,Mercadona-Triana
TCK-70025,BASK-25,2024-11-24 19:04:26,Cerveza,Bebidas,2,Mercadona-Triana
TCK-70026,BASK-26,2024-12-23 15:13:26,Salsa de tomate,Conservas,2,SPAR-Telde
TCK-70026,BASK-26,2024-12-23 15:13:26,Salsa mexicana,Salsas,1,SPAR-Telde
TCK-70026,BASK-26,2024-12-23 15:13:26,Queso curado,Lácteos,1,SPAR-Telde
TCK-70026,BASK-26,2024-12-23 15:13:26,Guacamole refrigerado,Refrigerados,2,SPAR-Telde
TCK-70026,BASK-26,2024-12-23 15:13:26,Refresco cola,Bebidas,2,SPAR-Telde
TCK-70026,BASK-26,2024-12-23 15:13:26,Cerveza,Bebidas,1,SPAR-Telde
TCK-70027,BASK-27,2025-02-28 12:07:26,Cereal de desayuno,Cereales,1,HiperDino-SietePalmas
TCK-70027,BASK-27,2025-02-28 12:07:26,Pasta,Cereales,2,HiperDino-SietePalmas
TCK-70027,BASK-27,2025-02-28 12:07:26,Aceite de oliva,Aceites,2,HiperDino-SietePalmas
TCK-70027,BASK-27,2025-02-28 12:07:26,Queso curado,Lácteos,3,HiperDino-SietePalmas
TCK-70027,BASK-27,2025-02-28 12:07:26,Helado de vainilla,Congelados,2,HiperDino-SietePalmas
TCK-70027,BASK-27,2025-02-28 12:07:26,Leche entera,Lácteos,2,HiperDino-SietePalmas
TCK-70027,BASK-27,2025-02-28 12:07:26,Vino tinto,Bebidas,2,HiperDino-SietePalmas
TCK-70027,BASK-27,2025-02-28 12:07:26,Pañales,Bebé,2,HiperDino-SietePalmas
TCK-70027,BASK-27,2025-02-28 12:07:26,Cerveza,Bebidas,3,HiperDino-SietePalmas
TCK-70028,BASK-28,2025-05-04 20:14:26,Pechuga de pollo,Carnicería,1,SPAR-Vegueta
TCK-70028,BASK-28,2025-05-04 20:14:26,Salsa de tomate,Conservas,2,SPAR-Vegueta
TCK-70028,BASK-28,2025-05-04 20:14:26,Yogur natural,Lácteos,1,SPAR-Vegueta
TCK-70028,BASK-28,2025-05-04 20:14:26,Café molido,Bebidas,1,SPAR-Vegueta
TCK-70028,BASK-28,2025-05-04 20:14:26,Leche entera,Lácteos,1,SPAR-Vegueta
TCK-70028,BASK-28,2025-05-04 20:14:26,ColaCao,Bebidas,2,SPAR-Vegueta
TCK-70029,BASK-29,2025-01-26 18:53:26,Cereal de desayuno,Cereales,3,SPAR-Vegueta
TCK-70029,BASK-29,2025-01-26 18:53:26,Manzanas,Frutas,1,SPAR-Vegueta
TCK-70029,BASK-29,2025-01-26 18:53:26,Patatas fritas bolsa,Snacks,3,SPAR-Vegueta
TCK-70029,BASK-29,2025-01-26 18:53:26,Tomates,Verduras,3,SPAR-Vegueta
TCK-70029,BASK-29,2025-01-26 18:53:26,Lechuga,Verduras,2,SPAR-Vegueta
TCK-70029,BASK-29,2025-01-26 18:53:26,Mantequilla,Lácteos,2,SPAR-Vegueta
TCK-70029,BASK-29,2025-01-26 18:53:26,Queso curado,Lácteos,3,SPAR-Vegueta
TCK-70029,BASK-29,2025-01-26 18:53:26,Guacamole refrigerado,Refrigerados,3,SPAR-Vegueta
TCK-70029,BASK-29,2025-01-26 18:53:26,Vino tinto,Bebidas,3,SPAR-Vegueta
TCK-70029,BASK-29,2025-01-26 18:53:26,Leche entera,Lácteos,3,SPAR-Vegueta
TCK-70030,BASK-30,2025-09-29 15:04:26,Salsa de tomate,Conservas,3,Mercadona-Triana
TCK-70030,BASK-30,2025-09-29 15:04:26,Lechuga,Verduras,3,Mercadona-Triana
TCK-70030,BASK-30,2025-09-29 15:04:26,Yogur natural,Lácteos,1,Mercadona-Triana
TCK-70030,BASK-30,2025-09-29 15:04:26,Mantequilla,Lácteos,2,Mercadona-Triana
TCK-70030,BASK-30,2025-09-29 15:04:26,Guacamole refrigerado,Refrigerados,3,Mercadona-Triana
TCK-70030,BASK-30,2025-09-29 15:04:26,Pañales,Bebé,2,Mercadona-Triana
TCK-70030,BASK-30,2025-09-29 15:04:26,Cerveza,Bebidas,2,Mercadona-Triana
TCK-70031,BASK-31,2025-10-02 12:58:26,Cereal de desayuno,Cereales,3,Mercadona-Triana
TCK-70031,BASK-31,2025-10-02 12:58:26,Pechuga de pollo,Carnicería,3,Mercadona-Triana
TCK-70031,BASK-31,2025-10-02 12:58:26,Pan de hamburguesa,Panadería,2,Mercadona-Triana
TCK-70031,BASK-31,2025-10-02 12:58:26,Plátanos,Frutas,1,Mercadona-Triana
TCK-70031,BASK-31,2025-10-02 12:58:26,Salsa de tomate,Conservas,3,Mercadona-Triana
TCK-70031,BASK-31,2025-10-02 12:58:26,Arroz,Cereales,2,Mercadona-Triana
TCK-70031,BASK-31,2025-10-02 12:58:26,Mantequilla,Lácteos,3,Mercadona-Triana
TCK-70031,BASK-31,2025-10-02 12:58:26,Huevos,Lácteos,1,Mercadona-Triana
TCK-70031,BASK-31,2025-10-02 12:58:26,Vino tinto,Bebidas,2,Mercadona-Triana
TCK-70031,BASK-31,2025-10-02 12:58:26,Pizza congelada,Congelados,2,Mercadona-Triana
TCK-70032,BASK-32,2025-08-05 18:56:26,Patatas fritas bolsa,Snacks,3,SPAR-Vegueta
TCK-70032,BASK-32,2025-08-05 18:56:26,Yogur natural,Lácteos,3,SPAR-Vegueta
TCK-70032,BASK-32,2025-08-05 18:56:26,Nachos de maíz,Snacks,1,SPAR-Vegueta
TCK-70032,BASK-32,2025-08-05 18:56:26,Huevos,Lácteos,3,SPAR-Vegueta
TCK-70032,BASK-32,2025-08-05 18:56:26,Café molido,Bebidas,1,SPAR-Vegueta
TCK-70032,BASK-32,2025-08-05 18:56:26,Refresco cola,Bebidas,1,SPAR-Vegueta
TCK-70032,BASK-32,2025-08-05 18:56:26,Leche entera,Lácteos,1,SPAR-Vegueta
TCK-70033,BASK-33,2025-02-03 19:08:26,Plátanos,Frutas,2,Mercadona-Triana
TCK-70033,BASK-33,2025-02-03 19:08:26,Aceite de oliva,Aceites,2,Mercadona-Triana
TCK-70033,BASK-33,2025-02-03 19:08:26,Pan de barra,Panadería,1,Mercadona-Triana
TCK-70033,BASK-33,2025-02-03 19:08:26,Helado de vainilla,Congelados,3,Mercadona-Triana
TCK-70033,BASK-33,2025-02-03 19:08:26,Nachos de maíz,Snacks,2,Mercadona-Triana
TCK-70033,BASK-33,2025-02-03 19:08:26,Guacamole refrigerado,Refrigerados,1,Mercadona-Triana
TCK-70033,BASK-33,2025-02-03 19:08:26,Refresco cola,Bebidas,2,Mercadona-Triana
TCK-70033,BASK-33,2025-02-03 19:08:26,Leche entera,Lácteos,1,Mercadona-Triana
TCK-70033,BASK-33,2025-02-03 19:08:26,Galletas,Dulces,1,Mercadona-Triana
TCK-70033,BASK-33,2025-02-03 19:08:26,Pan de molde,Panadería,2,Mercadona-Triana
TCK-70034,BASK-34,2025-10-22 21:47:26,Cereal de desayuno,Cereales,2,SPAR-Vegueta
TCK-70034,BASK-34,2025-10-22 21:47:26,Pechuga de pollo,Carnicería,1,SPAR-Vegueta
TCK-70034,BASK-34,2025-10-22 21:47:26,Mantequilla,Lácteos,2,SPAR-Vegueta
TCK-70034,BASK-34,2025-10-22 21:47:26,Queso curado,Lácteos,2,SPAR-Vegueta
TCK-70034,BASK-34,2025-10-22 21:47:26,Vino tinto,Bebidas,1,SPAR-Vegueta
TCK-70035,BASK-35,2025-09-11 16:58:26,Salsa mexicana,Salsas,1,SPAR-Vegueta
TCK-70035,BASK-35,2025-09-11 16:58:26,Patatas fritas bolsa,Snacks,2,SPAR-Vegueta
TCK-70035,BASK-35,2025-09-11 16:58:26,Galletas,Dulces,1,SPAR-Vegueta
TCK-70035,BASK-35,2025-09-11 16:58:26,Aceite de oliva,Aceites,2,SPAR-Vegueta
TCK-70036,BASK-36,2025-03-14 22:06:26,Salsa mexicana,Salsas,2,SPAR-Telde
TCK-70036,BASK-36,2025-03-14 22:06:26,Pechuga de pollo,Carnicería,3,SPAR-Telde
TCK-70036,BASK-36,2025-03-14 22:06:26,Patatas fritas bolsa,Snacks,3,SPAR-Telde
TCK-70037,BASK-37,2025-03-04 20:08:26,Pañales,Bebé,1,SPAR-Vegueta
TCK-70037,BASK-37,2025-03-04 20:08:26,Pan de barra,Panadería,3,SPAR-Vegueta
TCK-70037,BASK-37,2025-03-04 20:08:26,Queso curado,Lácteos,1,SPAR-Vegueta
TCK-70038,BASK-38,2025-05-21 14:34:26,Cereal de desayuno,Cereales,2,SPAR-Telde
TCK-70038,BASK-38,2025-05-21 14:34:26,Patatas fritas bolsa,Snacks,3,SPAR-Telde
TCK-70038,BASK-38,2025-05-21 14:34:26,Pañales,Bebé,2,SPAR-Telde
TCK-70038,BASK-38,2025-05-21 14:34:26,Cerveza,Bebidas,3,SPAR-Telde
TCK-70039,BASK-39,2025-03-10 18:47:26,Pasta,Cereales,1,SPAR-Vegueta
TCK-70039,BASK-39,2025-03-10 18:47:26,Pan de hamburguesa,Panadería,3,SPAR-Vegueta
TCK-70039,BASK-39,2025-03-10 18:47:26,Salsa de tomate,Conservas,2,SPAR-Vegueta
TCK-70039,BASK-39,2025-03-10 18:47:26,Queso curado,Lácteos,3,SPAR-Vegueta
TCK-70039,BASK-39,2025-03-10 18:47:26,Huevos,Lácteos,3,SPAR-Vegueta
TCK-70039,BASK-39,2025-03-10 18:47:26,ColaCao,Bebidas,2,SPAR-Vegueta
TCK-70040,BASK-40,2025-06-07 23:54:26,Carne picada,Carnicería,2,Mercadona-Triana
